,conditional_volatility
2019-08-02,0.009228238791456466
2019-08-05,0.008813848692626794
2019-08-06,0.011049929867969556
2019-08-07,0.010880865102925361
2019-08-08,0.01031236686934601
2019-08-09,0.009783920686843833
2019-08-12,0.009297157479729505
2019-08-13,0.0092964456555379
2019-08-14,0.009575563878387192
2019-08-15,0.009475955946980356
2019-08-16,0.009039995168143567
2019-08-19,0.008658106742147753
2019-08-20,0.00852119461150145
2019-08-21,0.008125996195893003
2019-08-22,0.009698484842607595
2019-08-23,0.009215363659303331
2019-08-26,0.01019102727629624
2019-08-27,0.009778213476240371
2019-08-28,0.009467805412978215
2019-08-29,0.009935267127301506
2019-08-30,0.009449521192273267
2019-09-02,0.009222991417348538
2019-09-03,0.009133108384991815
2019-09-04,0.008693597642636565
2019-09-05,0.00836453340656554
2019-09-06,0.007981260050597063
2019-09-09,0.00803247455187565
2019-09-10,0.008447154386792048
2019-09-11,0.008650855632846446
2019-09-12,0.008719451913900089
2019-09-13,0.009228893202511518
2019-09-16,0.008783668847774945
2019-09-17,0.008450386202279085
2019-09-18,0.008066397850221653
2019-09-19,0.007707135729308296
2019-09-20,0.008833475666949238
2019-09-23,0.009192792184905384
2019-09-24,0.009308748012446168
2019-09-25,0.01004789778193038
2019-09-26,0.009544629648003712
2019-09-27,0.00907930899937606
2019-09-30,0.008931122689370056
2019-10-01,0.008656597627458431
2019-10-02,0.00907502780167678
2019-10-03,0.008884600897210493
2019-10-04,0.008484440258365936
2019-10-07,0.008621680265584337
2019-10-08,0.008267174186322767
2019-10-09,0.007919228502673329
2019-10-10,0.007651993823866393
2019-10-11,0.007867766266599744
2019-10-14,0.008231428033584624
2019-10-15,0.008014766460269935
2019-10-16,0.007817579022655721
2019-10-17,0.007810960195400259
2019-10-18,0.00761960955073686
2019-10-21,0.0073326600208644165
2019-10-22,0.007824071288831216
2019-10-23,0.007742525232968091
2019-10-24,0.007511556721445554
2019-10-25,0.007397373681303694
2019-10-28,0.00774170698082097
2019-10-29,0.007890672580916877
2019-10-30,0.010301966361774136
2019-10-31,0.009860496144591238
2019-11-01,0.009379980379700559
2019-11-04,0.009320738100510534
2019-11-05,0.009878531957805886
2019-11-06,0.009392426161835297
2019-11-07,0.009069806756107962
2019-11-08,0.009669066345521738
2019-11-11,0.009341351796646927
2019-11-12,0.009790009816491821
2019-11-13,0.010638885306168737
2019-11-14,0.010535278138215571
2019-11-15,0.011095667667657728
2019-11-18,0.012240999251578113
2019-11-19,0.011741208527593316
2019-11-20,0.012604799683242381
2019-11-21,0.012475992701771167
2019-11-22,0.011844494877603506
2019-11-25,0.01123286881476387
2019-11-26,0.015451442971805195
2019-11-27,0.015829741995657558
2019-11-28,0.015788170176638874
2019-11-29,0.015161640295147773
2019-12-02,0.01513787069026133
2019-12-03,0.015065990265182001
2019-12-04,0.014824896267082065
2019-12-05,0.014695293782699577
2019-12-06,0.019218677075634915
2019-12-09,0.019072196765415057
2019-12-10,0.018341594285560217
2019-12-11,0.018059463135149906
2019-12-12,0.01832145810146267
2019-12-13,0.01774090113559054
2019-12-16,0.016778653169951606
2019-12-17,0.0158305771982265
2019-12-18,0.016045635174041253
2019-12-19,0.015540679988544399
2019-12-20,0.018911067880868573
2019-12-23,0.024525769249359546
2019-12-24,0.024327328378859397
2019-12-25,0.024371538581290354
2019-12-26,0.023522694211766386
2019-12-27,0.025694709288030256
2019-12-30,0.02438705096638876
2019-12-31,0.023174645807167136
2020-01-01,0.022288357467799617
2020-01-02,0.021477441097539223
2020-01-03,0.020883235658643386
2020-01-06,0.01975719669938028
2020-01-07,0.020163016743986413
2020-01-08,0.019776703752073823
2020-01-09,0.020368344766895884
2020-01-10,0.01936466456902675
2020-01-13,0.018869801136086117
2020-01-14,0.017763396453245126
2020-01-15,0.01673247519086012
2020-01-16,0.016123113875749728
2020-01-17,0.016750988270404506
2020-01-20,0.015839813529502096
2020-01-21,0.014954648879368346
2020-01-22,0.01580000423996202
2020-01-23,0.016815842156512547
2020-01-24,0.017049625622150195
2020-01-27,0.016061880591842333
2020-01-28,0.01517301399622766
2020-01-29,0.015535676776673018
2020-01-30,0.014899351235209007
2020-01-31,0.014073338477243439
2020-02-03,0.01328665599692773
2020-02-04,0.012695920324740158
2020-02-05,0.01216532866537446
2020-02-06,0.011523293457859851
2020-02-07,0.01090893353600305
2020-02-10,0.015031786161855448
2020-02-11,0.01438860127713
2020-02-12,0.014958383474008463
2020-02-13,0.01414498448621118
2020-02-14,0.013349237266306423
2020-02-17,0.013509279058023087
2020-02-18,0.01276372618900874
2020-02-19,0.012066815590434272
2020-02-20,0.011413879932080415
2020-02-21,0.010806537709709144
2020-02-24,0.01034038921723743
2020-02-25,0.010120474409465447
2020-02-26,0.011490427336622373
2020-02-27,0.011402091045304708
2020-02-28,0.011031463371153854
2020-03-02,0.01051520974181251
2020-03-03,0.010371604630216535
2020-03-04,0.010124515851096156
2020-03-05,0.009699295458326882
2020-03-06,0.009218377560690872
2020-03-09,0.009086390286557874
2020-03-10,0.008806742131246284
2020-03-11,0.008586079294619343
2020-03-12,0.008206530251869674
2020-03-13,0.008235563843183295
2020-03-16,0.008514178290845342
2020-03-17,0.009370874368116046
2020-03-18,0.008970341152750735
2020-03-19,0.00955981104252243
2020-03-20,0.009747281596172165
2020-03-23,0.009386792909171602
2020-03-24,0.009427532879177454
2020-03-25,0.009051316692067017
2020-03-26,0.008792111806141116
2020-03-27,0.008484700536216498
2020-03-30,0.008350718766196143
2020-03-31,0.008175071068109056
2020-04-01,0.008392651199707559
2020-04-02,0.008066870356930397
2020-04-03,0.007714491050937773
2020-04-06,0.007577827293474817
2020-04-07,0.00726569520174852
2020-04-08,0.007889505546910064
2020-04-09,0.007603072240707889
2020-04-10,0.010047004711903843
2020-04-13,0.00959568011710925
2020-04-14,0.009278080250945826
2020-04-15,0.009118504479063975
2020-04-16,0.008685764008833861
2020-04-17,0.008337594882132041
2020-04-20,0.008262118313886705
2020-04-21,0.007906249818458175
2020-04-22,0.008319071595695967
2020-04-23,0.0087531897229706
2020-04-24,0.008350188318410794
2020-04-27,0.008593644109206622
2020-04-28,0.00909960857443751
2020-04-29,0.009361410361767844
2020-04-30,0.008955568473369369
2020-05-01,0.008816726346250796
2020-05-04,0.009300996760640251
2020-05-05,0.009085989708501947
2020-05-06,0.008658204491796002
2020-05-07,0.008644107874105836
2020-05-08,0.00846784884588868
2020-05-11,0.008076757894242734
2020-05-12,0.007917131841779255
2020-05-13,0.007638372646628017
2020-05-14,0.007350314765511065
2020-05-15,0.007055317195592605
2020-05-18,0.0076426640589683775
2020-05-19,0.0073170414603783
2020-05-20,0.007167778994059316
2020-05-21,0.007176923422505576
